AllowedLocations,AmmoID,BattleValue,BonusValueA,BonusValueB,Capacity,ComponentSubType,ComponentTags.items,ComponentTags.tagSetSourceFile,ComponentType,CriticalComponent,Custom.BonusDescriptions,Custom.Category,Custom.Flags,Custom.InventorySorter,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Manufacturer,Description.Model,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,DisallowedLocations,InventorySize,PrefabIdentifier,Tonnage,statusEffects,Custom.ComponentExplosion,Custom.Lootable,Custom.VolatileAmmo,Custom.TRGBColor,CanExplode,Custom.ColorChangeRule,Custom.RequiredCategory,Custom.Tag
All,Ammunition_LB5X,0,,,150,Ammunition,"[""component_type_stock"",""component_type_lostech"",""BLACKLISTED""]",,AmmunitionBox,false,,,,,30000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

LB 5-X Ammo Bins each contain 15 rounds and may feed multiple weapons.",uixSvgIcon_ammoBox_Ballistic,Ammo_AmmunitionBox_Generic_LB5X,Generic,LB5X,LB 5-X Ammo,true,0,LB 5-X Ammo,All,1,,1,[],,,,,true,,,
All,Ammunition_Narc,0,,,6,Ammunition,"[""component_type_stock"",""component_type_lostech"",""BLACKLISTED""]",,AmmunitionBox,false,,,,,30000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit.

Narc Beacon Ammo Bins each contain 6 rounds and may feed multiple weapons.",uixSvgIcon_ammoBox_Missile,Ammo_AmmunitionBox_Generic_Narc,Generic,Narc,Narc Beacon Ammo,true,0,Narc Ammo,All,1,,1,[],,,,,true,,,
All,Ammunition_SRMInferno,0,,,16,Ammunition,"[""component_type_debug"",""BLACKLISTED""]",,AmmunitionBox,false,,,,,999999,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Ammo Bins will explode and destroy their installed location when they receive a Critical Hit. Inferno Ammo Bins each contain 16 rounds and may feed multiple weapons.",uixSvgIcon_ammoBox_Missile,Ammo_AmmunitionBox_Generic_SRMInferno,Generic,Inferno,Inferno Ammo,true,0,Inferno Ammo,All,1,,1,[],,,,,true,,,
All,Ammunition_HMRM_AX,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""AcidSRM: 1%"",""WpnAccuracy: -1"",""HMRMDamage: -1"",""ArmorDmgMod: +50%"",""StructureDmgMod: -50%"",""MissileHP: 3"",""HMRMAmmo: 120""]}","[{""CategoryID"":""a/m/s/hmrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000037""}",90000,"This warhead replaces the normal explosive charge of the standard heavy medium-range missile with a small tank of a gelled Acid, weakening a Targets resistance. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_Acid_HMRM,Generic,HMRM AX,HMRM AX Ammo,true,5,Ammo HMRM AX,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""HeatDamagePerAmmo"":3,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#367F40"",""SkipText"":true}",,,,
All,Ammunition_HMRM_Apollo,0,+2 Accuracy|+100% Crit|,+2 Indirect Accuracy,120,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""PipsIgnored: +1"",""WpnAccuracy: +1"",""DoesCluster"",""ArtemisClustering: +2"",""HMRMDamage: -1"",""HMRMAmmo: 120"",""MissileHP: 3"",""ReqArtemis""]}","[{""CategoryID"":""a/m/s/hmrm""},{""CategoryID"":""ArtemisIVammo""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",200000,"The Apollo Fire Control System was created by the Draconis Combine for the MRM specifically designed to be used with and requiring the Artemis System offer these Missiles unparalleled Accuracy . 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_Apollo_HMRM,Generic,H-MRM Apollo,H-MRM Apollo Ammo,true,5,Ammo H-MRM Apollo,All,1,,1,[],"{""ExplosionDamagePerAmmo"":7,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#454292"",""SkipText"":true}",,,,
All,Ammunition_HMRM_ER,0,-25% Damage|,+30% Range.,120,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""DmgFallOff: 30%"",""Range: +33%"",""MinRange: +90"",""MissileHP: 3"",""HMRMAmmo: 120""]}","[{""CategoryID"":""a/m/s/hmrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}",40000,"Extreme Range Heavy MRM Ammo utilizes more advanced flight computers and stabilizer to drastically increase their range. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_ER_HMRM,Generic,HMRM ER,HMRM ER Ammo,true,5,Ammo HMRM ER,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#779B88"",""SkipText"":true}",,,,
All,Ammunition_HMRM_FTL,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""FTLLRM"",""MissileHP: 3"",""HMRMDamage: -1"",""HMRMAmmo: 120""]}","[{""CategoryID"":""a/m/s/hmrm""},{""CategoryID"":""LKMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",60000,"The Follow The Leader Warhead (FTL) was developed during the Star League era, this alternate munition for LRM launchers functions like a standard LRM flight in every way except one: When a target is hit, every missile in the flight will hit. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_FTL_HMRM,Generic,H-MRM FTL,H-MRM FTL Ammo,true,5,Ammo H-MRM FTL,All,1,,1,[],"{""ExplosionDamagePerAmmo"":7,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#44BBDF"",""SkipText"":true}",,,,
All,Ammunition_HMRM,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 3"",""HMRMAmmo: 120""]}","[{""CategoryID"":""a/m/s/hmrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type.Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_Generic_HMRM,Generic,H-MRM,H-MRM Ammo,true,1,Ammo H-MRM,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#000000"",""SkipText"":true}",,,,
All,Ammunition_IHMRM,0,-25%Dmg&Stab|,+1 Heat Dmg.,120,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: 3"",""MRMDamage: -50%"",""FireTerrainStrength: 1"",""FireTerrainDuration: 1"",""Inferno: 1"",""HMRMAmmo: 120"",""MissileHP: 2"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/s/hmrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",60000,"Unlike Inferno Rounds, Incendiary Missile ammunition replaces parts of the explosive warhead with a cheaper non-gelled incendiary agent, one similar to phoperus. While this effect is similar in principle to Inferno style rounds  the effect is heavily mitigated by atmospheric conditions. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_Incendiary_HMRM,Generic,H-MRM-I,H-MRM Inferno Ammo,true,5,Ammo H-MRM INF,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""HeatDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,"{""damageWeighting"":1.1}","{""Color"":""#8B0000"",""SkipText"":true}",,,,
All,Ammunition_HMRM_LK,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HMRMDamage: -1"",""WpnAccuracy: +1"",""ListenKill: 25%"",""MissileHP: 3"",""HMRMAmmo: 120""]}","[{""CategoryID"":""a/m/s/hmrm""},{""CategoryID"":""FTLMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",60000,"Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This is achieved through a small computer and homing device in the missile's head that allows it to home in on the electronic noise of a BattleMech or tank. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_ListenKill_HMRM,Generic,H-MRM Listen-Kill,Heavy MRM L-K Ammo,true,5,Ammo H-MRM L-K,All,1,,1,[],"{""ExplosionDamagePerAmmo"":7,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#00BFFF"",""SkipText"":true}",,,,
All,Ammunition_HMRM_Swarm,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HMRMDamage: -6"",""AreaOfEffect: 45"",""AreaOfEffectDmg: 4"",""WpnAccuracy: -5"",""SwarmMRM"",""MissileHP: 3"",""NoAA"",""HMRMAmmo: 120""]}","[{""CategoryID"":""a/m/s/hmrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",60000,"The Swarm Missile System carries a Payload of Small Bomblets, instead of a conventional MRM Warhead, that showers a target Area with explosives. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_Swarm_HMRM,Generic,H-MRM Swarm,H-MRM Swarm Ammo,true,5,Ammo H-MRM Swarm,All,1,,1,[],"{""ExplosionDamagePerAmmo"":6,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#EBEB25"",""SkipText"":true}",,,,
All,Ammunition_HMRM_Thunder,0,,,120,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HMRMDamage: -5"",""ThunderMines: 1"",""ThunderRadius: 1"",""ThunderChance: 35%"",""ThunderDamage: 5"",""Thunder"",""MissileHP: 3"",""NoAA"",""HMRMAmmo: 120""]}","[{""CategoryID"":""a/m/s/hmrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}",60000,"Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines which scatter out when fired, packing enough explosive force to damage the legs of many BattleMechs. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",MRM,Ammo_AmmunitionBox_Thunder_HMRM,Generic,H-MRM Thunder,H-MRM Thunder Ammo,true,5,Ammo H-MRM Thunder,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#8B008B"",""SkipText"":true}",,,,
All,Ammunition_HVAC10,0,,,8,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HVAC10Ammo: 8""]}","[{""CategoryID"":""a/a/a/hvac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000021""}",60000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",HVAC,Ammo_AmmunitionBox_HVAC_AC10,Generic,HVAC10,HVAC/10 Ammo,true,1,Ammo HVAC/10,All,1,,1,[],"{""ExplosionDamagePerAmmo"":60,""StabilityDamagePerAmmo"":15}",,,,,,,
All,Ammunition_HVAC2,0,,,24,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HVAC2Ammo: 24""]}","[{""CategoryID"":""a/a/a/hvac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000019""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",HVAC,Ammo_AmmunitionBox_HVAC_AC2,Generic,HVAC2,HVAC/2 Ammo,true,1,Ammo HVAC/2,All,1,,1,[],"{""ExplosionDamagePerAmmo"":25,""StabilityDamagePerAmmo"":6}",,,,,,,
All,Ammunition_HVAC20,0,,,4,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HVAC20Ammo: 4""]}","[{""CategoryID"":""a/a/a/hvac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000021""}",80000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",HVAC,Ammo_AmmunitionBox_HVAC_AC20,Generic,HVAC20,HVAC/20 Ammo,true,1,Ammo HVAC/20,All,1,,1,[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,,,,,,
All,Ammunition_HVAC5,0,,,16,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HVAC5Ammo: 16""]}","[{""CategoryID"":""a/a/a/hvac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000020""}",40000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",HVAC,Ammo_AmmunitionBox_HVAC_AC5,Generic,HVAC5,HVAC/5 Ammo,true,1,Ammo HVAC/5,All,1,,1,[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":12}",,,,,,,
All,Ammunition_iATM_EMP,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""ATMDamage: -2"",""iATMHaywire: 6"",""ImpAccuracy: -1"",""ImpMove: -10%"",""ImpHeatSink: -10%"",""MissileHP: 3"",""iATMAmmo: 60""]}","[{""CategoryID"":""a/m/l/iatm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000045""}",40000,"Though they do inflict damage directly on a target, what makes these missiles so effective is their secondary effects. The warheads blanket the target in electromagnetic noise, causing the target to move more slowly, overheat, and interfere with targeting and communications systems. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ATM,Ammo_AmmunitionBox_EMP_iATM,CLAN,iATM EMP,iATM EMP Ammo,true,5,Ammo iATM EMP,All,1,,1,[],"{""ExplosionDamagePerAmmo"":6,""HeatDamagePerAmmo"":2,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#5558A6"",""SkipText"":true}",,,,
All,Ammunition_iATM_EMP,0,,,30,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""ATMDamage: -2"",""iATMHaywire: 6"",""ImpAccuracy: -1"",""ImpMove: -10%"",""ImpHeatSink: -10%"",""MissileHP: 3"",""iATMAmmo: 30""]}","[{""CategoryID"":""a/m/l/iatm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000045""}",40000,"Though they do inflict damage directly on a target, what makes these missiles so effective is their secondary effects. The warheads blanket the target in electromagnetic noise, causing the target to move more slowly, overheat, and interfere with targeting and communications systems. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ATM,Ammo_AmmunitionBox_EMP_iATM_half,CLAN,iATM EMP,iATM EMP Ammo,true,5,Ammo iATM EMP [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":6,""HeatDamagePerAmmo"":2,""StabilityDamagePerAmmo"":2}",,,"{""Color"":""#5558A6"",""SkipText"":true}",,,,
All,Ammunition_iATM_ER,0,-25% Damage|,+30% Range.,60,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""ATMDamage: -4"",""StabDamage: -1"",""Range: +90%"",""MissileHP: 3"",""iATMAmmo: 60""]}","[{""CategoryID"":""a/m/l/iatm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000045""}",30000,"Extreme Range iATM Ammo utilizes more advanced flight computers and stabilizer to drastically increase their range. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ATM,Ammo_AmmunitionBox_ER_iATM,CLAN,iATM ER,iATM ER Ammo,true,1,Ammo iATM ER,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#63A655"",""SkipText"":true}",,,,
All,Ammunition_iATM_ER,0,-25% Damage|,+30% Range.,30,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""ATMDamage: -4"",""StabDamage: -1"",""Range: +90%"",""MissileHP: 3"",""iATMAmmo: 30""]}","[{""CategoryID"":""a/m/l/iatm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000045""}",30000,"Extreme Range iATM Ammo utilizes more advanced flight computers and stabilizer to drastically increase their range. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ATM,Ammo_AmmunitionBox_ER_iATM_half,CLAN,iATM ER,iATM ER Ammo,true,1,Ammo iATM ER [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#63A655"",""SkipText"":true}",,,,
